epochs,tr_loss,tr_acc,val_loss,val_acc
0,2.8146140003204345,4.125,21.15440559387207,5.384615421295166
1,2.7319507789611817,8.375,8.831141471862793,12.307693481445312
2,2.6893136405944826,8.8125,11.357658386230469,16.923076629638672
3,2.6574082565307617,10.75,10.475661277770996,17.69230842590332
4,2.628105697631836,10.875,11.193199157714844,17.69230842590332
5,2.6277160835266113,11.875,12.725531578063965,18.71794891357422
6,2.579059886932373,13.3125,9.531527519226074,20.256410598754883
7,2.557711191177368,13.9375,9.661474227905273,23.33333396911621
8,2.5375336170196534,14.124999999999998,11.135309219360352,22.564102172851562
9,2.5260902500152587,14.8125,8.283365249633789,24.871795654296875
10,2.5949377059936523,12.75,5.598660469055176,9.48717975616455
11,2.4746979522705077,16.4375,2.894350051879883,17.69230842590332
12,2.465748653411865,15.562500000000002,10.1238431930542,21.0256404876709
13,2.398752031326294,18.75,8.442275047302246,28.205129623413086
14,2.3429503631591797,19.5,3.0951476097106934,20.0
15,2.3157236766815186,21.875,4.703860282897949,31.02564239501953
16,2.2650271701812743,22.9375,5.128879070281982,36.153846740722656
17,2.2655679512023927,22.5,3.9907453060150146,33.07692337036133
18,2.216088171005249,24.6875,-0.8779143691062927,19.743589401245117
19,2.1601842498779296,25.937500000000004,2.6008517742156982,29.487180709838867
20,2.171135358810425,27.0,4.483891010284424,31.282052993774414
21,2.1939217853546142,26.3125,4.217836856842041,38.46154022216797
22,2.138736824989319,26.25,4.470903396606445,43.846153259277344
23,2.1004514694213867,28.6875,10.421515464782715,34.10256576538086
24,2.0741814088821413,31.0625,3.8484740257263184,42.30769348144531
25,2.0659876823425294,30.625000000000004,6.5395588874816895,43.846153259277344
26,2.081825752258301,29.1875,5.14862060546875,34.35897445678711
27,2.114568061828613,30.5,0.22382734715938568,35.128204345703125
28,2.081456866264343,29.375,7.702762126922607,41.28205108642578
29,2.0577186155319214,30.6875,3.340402364730835,37.17948913574219
30,2.041945390701294,32.9375,5.125758171081543,45.897438049316406
31,2.0536188793182375,31.8125,1.2812834978103638,5.641025543212891
32,2.08225697517395,31.874999999999996,16.96533203125,12.820513725280762
33,2.016963047981262,31.5625,2.7998151779174805,28.71795082092285
34,2.036630048751831,31.5625,5.943736553192139,46.410255432128906
35,1.9931721591949463,33.75,0.7505250573158264,40.0
36,2.0336782217025755,30.625000000000004,2.956240653991699,47.43589782714844
37,1.9615916919708252,34.5625,5.606720447540283,47.43589782714844
38,1.9948612022399903,34.25,-0.22602291405200958,24.871795654296875
39,1.958777289390564,36.25,-0.9578906893730164,38.20512771606445
40,1.9873796606063843,32.625,0.6192150115966797,36.410255432128906
41,1.9631544589996337,36.75,1.4290364980697632,39.487178802490234
42,1.980008797645569,36.375,1.203779697418213,36.66666793823242
43,1.9495061349868774,35.0625,1.6800899505615234,31.282052993774414
44,1.9461340713500976,36.1875,2.75972318649292,44.61538314819336
45,1.9342520809173585,36.625,2.8944621086120605,48.46154022216797
46,1.9615536546707153,37.3125,3.3424270153045654,46.410255432128906
47,1.9422562742233276,38.0625,0.8618441224098206,43.589744567871094
48,1.917771759033203,35.3125,3.725991725921631,34.871795654296875
49,1.9237230873107911,35.75,-0.037516023963689804,38.46154022216797
50,1.9412306594848632,36.4375,3.888413190841675,50.76923370361328
51,1.9458027601242065,37.6875,9.955469131469727,43.846153259277344
52,1.9595420694351195,36.625,0.8693893551826477,32.30769348144531
53,1.889431462287903,37.5,4.7262444496154785,48.71794891357422
54,1.9334741306304932,37.625,0.9738780856132507,46.92307662963867
55,1.8771855020523072,39.0,0.7864636778831482,33.846153259277344
56,1.9212800931930543,37.6875,0.7539103627204895,37.9487190246582
57,1.9284818410873412,37.5,-0.9355865120887756,31.794872283935547
58,1.9269187545776367,35.8125,2.5104424953460693,41.79487228393555
59,1.9066915130615234,37.375,0.34183263778686523,23.076923370361328
60,1.8931100606918334,37.6875,0.4933077394962311,40.0
61,1.8609744691848755,39.6875,0.9092751741409302,45.128204345703125
62,1.8944792938232422,38.25,0.8674418926239014,52.56410217285156
63,1.882511820793152,37.5625,3.5393965244293213,46.153846740722656
64,1.897117533683777,37.6875,4.1104607582092285,51.53845977783203
65,1.8737431573867798,39.0,3.5028841495513916,55.38461685180664
66,1.8661995935440063,39.875,1.6796542406082153,52.56410217285156
67,1.9032491207122804,37.0625,6.1642165184021,47.43589782714844
68,1.829778289794922,40.25,0.5465915203094482,49.4871826171875
69,1.8532760286331176,39.25,2.5087411403656006,52.82051467895508
70,1.8884156847000122,38.4375,-0.027639048174023628,43.07692337036133
71,1.9006851863861085,37.5,4.318642616271973,52.30769348144531
72,1.8486830043792724,38.75,4.9501752853393555,41.79487228393555
73,1.8495790147781372,39.0625,4.065713405609131,51.79487609863281
74,1.841651635169983,39.5625,0.7080801129341125,50.0
75,1.838265790939331,40.375,3.272613763809204,54.61538314819336
76,1.838756766319275,41.875,2.517639398574829,54.871795654296875
77,1.901185278892517,37.1875,0.5089545845985413,37.43589782714844
78,1.8070486688613892,40.75,-0.09665672481060028,44.35897445678711
79,1.8141445684432984,40.625,1.644753098487854,54.102561950683594
80,1.8343524789810182,40.1875,3.182917356491089,51.53845977783203
81,1.8320658826828002,41.0,2.930060625076294,49.74359130859375
82,1.84901198387146,40.0,5.456174850463867,51.28205490112305
83,1.8747622632980347,39.1875,-1.1077553033828735,39.74359130859375
84,1.8596253681182862,39.875,1.115237832069397,47.69230651855469
85,1.8156098747253417,41.0,1.7386672496795654,56.153846740722656
86,1.8387445259094237,41.0,4.842351913452148,52.82051467895508
87,1.830816116333008,40.8125,0.7892889976501465,38.46154022216797
88,1.8116296339035034,40.625,0.8689673542976379,45.38461685180664
89,1.8090237379074097,40.4375,0.9763010740280151,31.538463592529297
90,1.8245031499862672,41.75,0.44377580285072327,53.589744567871094
91,1.828590750694275,41.125,1.4982082843780518,46.153846740722656
92,1.8023128032684326,42.5,-0.36988866329193115,33.589744567871094
93,1.801759295463562,40.75,1.5800243616104126,51.28205490112305
94,1.826641526222229,40.375,4.6401686668396,45.897438049316406
95,1.8366641521453857,40.125,0.21283163130283356,45.38461685180664
96,1.834353470802307,40.6875,1.5751597881317139,47.17948913574219
97,1.794714002609253,42.75,2.2343881130218506,60.769229888916016
98,1.7920662784576415,40.625,3.284137010574341,47.43589782714844
99,1.8052742338180543,39.375,1.4530718326568604,56.92308044433594
100,1.7918798303604127,41.8125,5.967382431030273,47.9487190246582
101,1.8340495681762696,40.5625,0.9008910655975342,48.97435760498047
102,1.7705917644500733,42.25,1.1171804666519165,54.102561950683594
103,1.817575168609619,41.25,-0.9642205834388733,37.43589782714844
104,1.786544542312622,42.0625,1.4794061183929443,57.9487190246582
105,1.7565859508514405,44.1875,2.623513698577881,55.128204345703125
106,1.79827974319458,41.375,1.4130921363830566,41.02564239501953
107,1.7711839866638184,42.4375,1.8516554832458496,48.20512771606445
108,1.778454294204712,42.375,0.31524330377578735,47.9487190246582
109,1.7588653326034547,43.1875,3.0372087955474854,57.17948532104492
110,1.7668231058120727,43.6875,1.689711570739746,41.02564239501953
111,1.7654726552963256,42.875,3.382267475128174,55.897438049316406
112,1.7985502576828003,40.0,3.878326416015625,56.66666793823242
113,1.7585699892044067,43.25,0.13018345832824707,33.07692337036133
114,1.793481650352478,40.5,0.7177289128303528,53.333335876464844
115,1.768233003616333,42.875,3.3628413677215576,51.79487609863281
116,1.7477822971343995,42.9375,2.066356658935547,51.79487609863281
117,1.753375506401062,44.0625,0.4575483500957489,55.897438049316406
118,1.7391573619842529,43.125,2.575087547302246,59.230770111083984
119,1.7658375597000122,42.8125,2.5684053897857666,48.20512771606445
120,1.7237768840789796,42.875,4.888055324554443,51.79487609863281
121,1.7646826171875,44.3125,2.797427177429199,52.0512809753418
122,1.7536275863647461,41.5625,1.58555006980896,51.02564239501953
123,1.7698950099945068,43.875,1.0692006349563599,41.5384635925293
124,1.7606967496871948,42.3125,0.3482344448566437,52.0512809753418
125,1.7736339569091797,41.5625,1.4270182847976685,52.82051467895508
126,1.7185842657089234,45.375,1.0403162240982056,57.17948532104492
127,1.7601843500137329,43.375,5.79528284072876,47.17948913574219
128,1.7628159713745117,44.1875,1.010619044303894,51.53845977783203
