epochs,tr_loss,tr_acc,val_loss,val_acc
0,2.5703290939331054,4.3125,21.540470123291016,4.871795177459717
1,2.4874862670898437,7.375,10.266945838928223,14.102564811706543
2,2.459287576675415,8.6875,16.408245086669922,12.051281929016113
3,2.458211078643799,9.0,9.896169662475586,18.205127716064453
4,2.4282873344421385,9.875,8.657443046569824,17.948719024658203
5,2.416900568008423,10.625,10.423727989196777,18.71794891357422
6,2.398166227340698,9.6875,11.849419593811035,16.666667938232422
7,2.4055842685699464,10.5,8.664200782775879,18.71794891357422
8,2.3792492961883545,12.3125,12.422426223754883,19.487180709838867
9,2.3702813625335692,11.3125,9.214969635009766,23.33333396911621
10,2.418746061325073,10.0625,6.4142937660217285,9.743590354919434
11,2.387669839859009,10.875,4.931105136871338,15.384615898132324
12,2.328048000335693,13.4375,11.358128547668457,15.384615898132324
13,2.308984565734863,14.000000000000002,9.58635139465332,23.589744567871094
14,2.2337413215637207,16.5,4.473293781280518,20.76923179626465
15,2.193293924331665,17.8125,2.9519708156585693,26.923078536987305
16,2.19452880859375,17.5625,5.465137958526611,30.256410598754883
17,2.1646799564361574,19.3125,15.66447639465332,22.564102172851562
18,2.1345460033416748,19.6875,3.849382162094116,35.38461685180664
19,2.118429479598999,21.25,4.64884090423584,36.92307662963867
20,2.098291735649109,20.5,11.133095741271973,24.35897445678711
21,2.099733715057373,23.625,1.747279405593872,27.435897827148438
22,2.0692239952087403,23.0,1.5128766298294067,25.128206253051758
23,2.0647670888900755,23.8125,3.2938432693481445,35.128204345703125
24,2.082154393196106,22.75,3.4894864559173584,40.256412506103516
25,2.0105707597732545,27.125,5.83521032333374,35.64102554321289
26,2.016709952354431,25.75,4.284418106079102,36.92307662963867
27,1.9951866674423218,28.125,7.079443454742432,38.974361419677734
28,1.9920027875900268,27.0,3.2712910175323486,42.30769348144531
29,2.0192422389984133,27.3125,4.398106098175049,45.64102554321289
30,2.0033132886886595,27.625,4.253078460693359,46.92307662963867
31,2.0073409271240235,27.875,3.30574369430542,41.28205108642578
32,1.965599775314331,30.6875,1.1357771158218384,29.74359130859375
33,1.98507568359375,27.6875,9.03666877746582,41.5384635925293
34,1.952926926612854,28.249999999999996,3.1256191730499268,40.769229888916016
35,1.9814235734939576,27.125,4.1240949630737305,49.23077392578125
36,1.9822190809249878,28.4375,2.2733144760131836,40.512821197509766
37,1.979554762840271,28.3125,2.0738630294799805,37.17948913574219
38,1.9595623922348022,29.375,1.5824785232543945,38.974361419677734
39,1.911193881034851,32.3125,3.560774803161621,48.97435760498047
40,1.896815209388733,33.9375,1.8670766353607178,37.43589782714844
41,1.9413105821609498,30.375000000000004,2.5609195232391357,38.46154022216797
42,1.9046868181228638,29.75,1.5037025213241577,34.615386962890625
43,1.9023720121383667,32.125,2.4011240005493164,47.17948913574219
44,1.9364115858078004,29.875,4.897622585296631,46.66666793823242
45,1.9034782123565674,30.75,2.9312803745269775,53.589744567871094
46,1.927612543106079,31.4375,4.903643608093262,41.5384635925293
47,1.9345817375183105,29.4375,4.484331130981445,41.02564239501953
48,1.8887178421020507,31.937500000000004,3.0906522274017334,52.0512809753418
49,1.9172115993499756,31.5625,3.2409117221832275,46.92307662963867
50,1.8704847145080565,32.8125,1.0642802715301514,43.846153259277344
51,1.9154730463027954,30.75,2.7141172885894775,50.0
52,1.934786081314087,31.624999999999996,2.7124924659729004,38.46154022216797
53,1.8684287452697754,33.4375,2.673267364501953,56.92308044433594
54,1.8604721879959107,34.0625,4.145951271057129,41.79487228393555
55,1.886265878677368,31.0,0.382515549659729,43.33333206176758
56,1.8378624486923218,34.75,3.0447096824645996,51.79487609863281
57,1.8661036109924316,33.625,2.00598406791687,40.0
58,1.8625625276565552,34.4375,1.997678518295288,51.28205490112305
59,1.8487757301330567,34.4375,0.7631700038909912,27.179489135742188
60,1.8763942432403564,32.8125,-1.3161336183547974,29.230770111083984
61,1.8774559783935547,33.25,2.0133261680603027,57.9487190246582
62,1.8360601949691773,33.5,3.6286566257476807,49.74359130859375
